xbrl,scripcode,nsesymbol,mseisymbol,companyname,isin,regulationofinsider,personcategory,personname,instrumenttype,securitynumberheldprior,securitiespercentageheldprior,noofsecurities,securityvalue,securitytype,postsecurities,postsecuritypercentage,allotmentadvicedate,saleofsharesspecifytodate,dateofintimation,modeofacquisionordisposal,exchangeonwhichthetradewasexecuted,valueinaggregate
https://archives.nseindia.com/corporate/xbrl/IT_1037851_16424_30062018115531_WEB.xml,534392,VSSL,NOTLISTED,Vardhman Special Steels Limited,INE050M01012,7(2),Promoters,SACHIT JAIN,Equity Shares,4623706,12.95,5000,603850,Buy,4628706,12.97,2018-06-29,2018-06-29,2018-06-30,Market Purchase,"BSE,NSE",603850
https://archives.nseindia.com/corporate/xbrl/IT_1037850_16423_30062018112430_WEB.xml,000000,MUKANDLTD,NOTLISTED,Mukand Limited,INE304A01026,7(2),Promoter Group,BARODA INDUSTRIES PVT LTD.,Equity Shares,16121616,11.40,376200,21771740.34,Buy,16497816,11.67,2018-06-28,2018-06-28,2018-06-29,Market Purchase,BSE,21771740.34
https://archives.nseindia.com/corporate/xbrl/IT_1037850_16423_30062018112430_WEB.xml,000000,MUKANDLTD,NOTLISTED,Mukand Limited,INE304A01026,7(2),Promoter Group,BARODA INDUSTRIES PVT LTD.,Equity Shares,16121616,11.40,376200,21771740.34,Buy,16497816,11.67,2018-06-28,2018-06-28,2018-06-29,Market Purchase,BSE,21771740.34
https://archives.nseindia.com/corporate/xbrl/IT_1037849_16414_29062018092751_WEB.xml,000000,SYMPHONY,NOTLISTED,Symphony Limited,INE225D01027,7(2),Director,Nrupesh Shah,Equity Shares,65480,0.09,65480,92981600,Pledge,65480,0.09,2018-06-28,2018-06-28,2018-06-29,Pledge Creation,NA,92981600
https://archives.nseindia.com/corporate/xbrl/IT_1037849_16414_29062018092751_WEB.xml,000000,SYMPHONY,NOTLISTED,Symphony Limited,INE225D01027,7(2),Director,Nrupesh Shah,Equity Shares,65480,0.09,65480,92981600,Pledge,65480,0.09,2018-06-28,2018-06-28,2018-06-29,Pledge Creation,NA,92981600
https://archives.nseindia.com/corporate/xbrl/IT_1037849_16414_29062018092751_WEB.xml,000000,SYMPHONY,NOTLISTED,Symphony Limited,INE225D01027,7(2),Director,Nrupesh Shah,Equity Shares,65480,0.09,65480,92981600,Pledge,65480,0.09,2018-06-28,2018-06-28,2018-06-29,Pledge Creation,NA,92981600
https://archives.nseindia.com/corporate/xbrl/IT_1037849_16414_29062018092751_WEB.xml,000000,SYMPHONY,NOTLISTED,Symphony Limited,INE225D01027,7(2),Director,Nrupesh Shah,Equity Shares,65480,0.09,65480,92981600,Pledge,65480,0.09,2018-06-28,2018-06-28,2018-06-29,Pledge Creation,NA,92981600
https://archives.nseindia.com/corporate/xbrl/IT_1037849_16414_29062018092751_WEB.xml,000000,SYMPHONY,NOTLISTED,Symphony Limited,INE225D01027,7(2),Director,Nrupesh Shah,Equity Shares,65480,0.09,65480,92981600,Pledge,65480,0.09,2018-06-28,2018-06-28,2018-06-29,Pledge Creation,NA,92981600
https://archives.nseindia.com/corporate/xbrl/IT_1037849_16414_29062018092751_WEB.xml,000000,SYMPHONY,NOTLISTED,Symphony Limited,INE225D01027,7(2),Director,Nrupesh Shah,Equity Shares,65480,0.09,65480,92981600,Pledge,65480,0.09,2018-06-28,2018-06-28,2018-06-29,Pledge Creation,NA,92981600
https://archives.nseindia.com/corporate/xbrl/IT_1037849_16414_29062018092751_WEB.xml,000000,SYMPHONY,NOTLISTED,Symphony Limited,INE225D01027,7(2),Director,Nrupesh Shah,Equity Shares,65480,0.09,65480,92981600,Pledge,65480,0.09,2018-06-28,2018-06-28,2018-06-29,Pledge Creation,NA,92981600
https://archives.nseindia.com/corporate/xbrl/IT_1037849_16414_29062018092751_WEB.xml,000000,SYMPHONY,NOTLISTED,Symphony Limited,INE225D01027,7(2),Director,Nrupesh Shah,Equity Shares,65480,0.09,65480,92981600,Pledge,65480,0.09,2018-06-28,2018-06-28,2018-06-29,Pledge Creation,NA,92981600
https://archives.nseindia.com/corporate/xbrl/IT_1037849_16414_29062018092751_WEB.xml,000000,SYMPHONY,NOTLISTED,Symphony Limited,INE225D01027,7(2),Director,Nrupesh Shah,Equity Shares,65480,0.09,65480,92981600,Pledge,65480,0.09,2018-06-28,2018-06-28,2018-06-29,Pledge Creation,NA,92981600
https://archives.nseindia.com/corporate/xbrl/IT_1037848_16413_29062018091914_WEB.xml,500520,M&M,NOTLISTED,Mahindra & Mahindra Limited,INE101A01026,7(2),Director,Mr. Nadir B. Godrej,Equity Shares,1137372,0.09,500,450511,Buy,1137872,0.09,2018-06-29,2018-06-29,2018-06-29,Market Purchase,BSE,450511
https://archives.nseindia.com/corporate/xbrl/IT_1037846_16412_29062018081729_WEB.xml,000000,DOLPHINOFF,NOTLISTED,Dolphin Offshore Enterprises (India) Limited,INE920A01011,7(2),Promoters,Dolphin Offshore Enterprises (India) Limited,Equity Shares,548857,0.00,300000,19230000,Pledge,548857,0.00,2018-05-04,2018-05-04,2018-06-29,Pledge Creation,NA,19230000
https://archives.nseindia.com/corporate/xbrl/IT_1037845_16411_29062018081357_WEB.xml,000000,DOLPHINOFF,NOTLISTED,Dolphin Offshore Enterprises (India) Limited,INE920A01011,7(2),Promoters,Dolphin Offshore Enterprises (India) Limited,Equity Shares,921923,0.00,450000,28845000,Pledge,921923,0.00,2018-06-06,2018-06-06,2018-06-29,Pledge Creation,NA,28845000
https://archives.nseindia.com/corporate/xbrl/IT_1037844_16410_29062018080241_WEB.xml,000000,SOUTHWEST,NOTLISTED,South West Pinnacle Exploration Limited,INE980Y01015,7(2),Director,PIYUSH JAIN,Equity Shares,2290000,16.41,14400,1048000,Buy,2304400,16.52,2018-06-07,2018-06-07,2018-06-08,Market Purchase,NA,1048000
https://archives.nseindia.com/corporate/xbrl/IT_1037844_16410_29062018080241_WEB.xml,000000,SOUTHWEST,NOTLISTED,South West Pinnacle Exploration Limited,INE980Y01015,7(2),Director,PIYUSH JAIN,Equity Shares,2290000,16.41,14400,1048000,Buy,2304400,16.52,2018-06-07,2018-06-07,2018-06-08,Market Purchase,NA,1048000
https://archives.nseindia.com/corporate/xbrl/IT_1037843_16409_29062018075535_WEB.xml,000000,VINYLINDIA,NOTLISTED,Vinyl Chemicals (India) Limited,INE250B01029,7(2),Promoter Group,Parul Harish Parekh,Equity Shares,4850,0.03,655,0,Buy,5505,0.03,2018-06-26,2018-06-26,2018-06-28,Others,NA,0
https://archives.nseindia.com/corporate/xbrl/IT_1037843_16409_29062018075535_WEB.xml,000000,VINYLINDIA,NOTLISTED,Vinyl Chemicals (India) Limited,INE250B01029,7(2),Promoter Group,Parul Harish Parekh,Equity Shares,4850,0.03,655,0,Buy,5505,0.03,2018-06-26,2018-06-26,2018-06-28,Others,NA,0
https://archives.nseindia.com/corporate/xbrl/IT_1037843_16409_29062018075535_WEB.xml,000000,VINYLINDIA,NOTLISTED,Vinyl Chemicals (India) Limited,INE250B01029,7(2),Promoter Group,Parul Harish Parekh,Equity Shares,4850,0.03,655,0,Buy,5505,0.03,2018-06-26,2018-06-26,2018-06-28,Others,NA,0
https://archives.nseindia.com/corporate/xbrl/IT_1037843_16409_29062018075535_WEB.xml,000000,VINYLINDIA,NOTLISTED,Vinyl Chemicals (India) Limited,INE250B01029,7(2),Promoter Group,Parul Harish Parekh,Equity Shares,4850,0.03,655,0,Buy,5505,0.03,2018-06-26,2018-06-26,2018-06-28,Others,NA,0
https://archives.nseindia.com/corporate/xbrl/IT_1037843_16409_29062018075535_WEB.xml,000000,VINYLINDIA,NOTLISTED,Vinyl Chemicals (India) Limited,INE250B01029,7(2),Promoter Group,Parul Harish Parekh,Equity Shares,4850,0.03,655,0,Buy,5505,0.03,2018-06-26,2018-06-26,2018-06-28,Others,NA,0
https://archives.nseindia.com/corporate/xbrl/IT_1037843_16409_29062018075535_WEB.xml,000000,VINYLINDIA,NOTLISTED,Vinyl Chemicals (India) Limited,INE250B01029,7(2),Promoter Group,Parul Harish Parekh,Equity Shares,4850,0.03,655,0,Buy,5505,0.03,2018-06-26,2018-06-26,2018-06-28,Others,NA,0
https://archives.nseindia.com/corporate/xbrl/IT_1037843_16409_29062018075535_WEB.xml,000000,VINYLINDIA,NOTLISTED,Vinyl Chemicals (India) Limited,INE250B01029,7(2),Promoter Group,Parul Harish Parekh,Equity Shares,4850,0.03,655,0,Buy,5505,0.03,2018-06-26,2018-06-26,2018-06-28,Others,NA,0
https://archives.nseindia.com/corporate/xbrl/IT_1037843_16409_29062018075535_WEB.xml,000000,VINYLINDIA,NOTLISTED,Vinyl Chemicals (India) Limited,INE250B01029,7(2),Promoter Group,Parul Harish Parekh,Equity Shares,4850,0.03,655,0,Buy,5505,0.03,2018-06-26,2018-06-26,2018-06-28,Others,NA,0
https://archives.nseindia.com/corporate/xbrl/IT_1037843_16409_29062018075535_WEB.xml,000000,VINYLINDIA,NOTLISTED,Vinyl Chemicals (India) Limited,INE250B01029,7(2),Promoter Group,Parul Harish Parekh,Equity Shares,4850,0.03,655,0,Buy,5505,0.03,2018-06-26,2018-06-26,2018-06-28,Others,NA,0
https://archives.nseindia.com/corporate/xbrl/IT_1037797_16408_29062018075048_WEB.xml,506395,COROMANDEL,NOTLISTED,Coromandel International Limited,INE169A01031,7(2),Employees/Designated Employees,Amit Rastogi,Equity Shares,10500,0.00,5500,2178500,Sell,5000,0.00,2018-06-26,2018-06-26,2018-06-28,Market Sale,NSE,2178500
https://archives.nseindia.com/corporate/xbrl/IT_1037797_16408_29062018075048_WEB.xml,506395,COROMANDEL,NOTLISTED,Coromandel International Limited,INE169A01031,7(2),Employees/Designated Employees,Amit Rastogi,Equity Shares,10500,0.00,5500,2178500,Sell,5000,0.00,2018-06-26,2018-06-26,2018-06-28,Market Sale,NSE,2178500
https://archives.nseindia.com/corporate/xbrl/IT_1037775_16407_29062018074921_WEB.xml,500520,M&M,NOTLISTED,Mahindra & Mahindra Limited,INE101A01026,7(2),Employees/Designated Employees,PIYUSH KAUSHIK,Equity Shares,3484,0.00,100,90800,Sell,3384,0.00,2018-06-28,2018-06-28,2018-06-28,Market Sale,NSE,90800
https://archives.nseindia.com/corporate/xbrl/IT_1037775_16407_29062018074921_WEB.xml,500520,M&M,NOTLISTED,Mahindra & Mahindra Limited,INE101A01026,7(2),Employees/Designated Employees,PIYUSH KAUSHIK,Equity Shares,3484,0.00,100,90800,Sell,3384,0.00,2018-06-28,2018-06-28,2018-06-28,Market Sale,NSE,90800
https://archives.nseindia.com/corporate/xbrl/IT_1037775_16407_29062018074921_WEB.xml,500520,M&M,NOTLISTED,Mahindra & Mahindra Limited,INE101A01026,7(2),Employees/Designated Employees,PIYUSH KAUSHIK,Equity Shares,3484,0.00,100,90800,Sell,3384,0.00,2018-06-28,2018-06-28,2018-06-28,Market Sale,NSE,90800
https://archives.nseindia.com/corporate/xbrl/IT_1037775_16407_29062018074921_WEB.xml,500520,M&M,NOTLISTED,Mahindra & Mahindra Limited,INE101A01026,7(2),Employees/Designated Employees,PIYUSH KAUSHIK,Equity Shares,3484,0.00,100,90800,Sell,3384,0.00,2018-06-28,2018-06-28,2018-06-28,Market Sale,NSE,90800
https://archives.nseindia.com/corporate/xbrl/IT_1037775_16407_29062018074921_WEB.xml,500520,M&M,NOTLISTED,Mahindra & Mahindra Limited,INE101A01026,7(2),Employees/Designated Employees,PIYUSH KAUSHIK,Equity Shares,3484,0.00,100,90800,Sell,3384,0.00,2018-06-28,2018-06-28,2018-06-28,Market Sale,NSE,90800
https://archives.nseindia.com/corporate/xbrl/IT_1037775_16407_29062018074921_WEB.xml,500520,M&M,NOTLISTED,Mahindra & Mahindra Limited,INE101A01026,7(2),Employees/Designated Employees,PIYUSH KAUSHIK,Equity Shares,3484,0.00,100,90800,Sell,3384,0.00,2018-06-28,2018-06-28,2018-06-28,Market Sale,NSE,90800
https://archives.nseindia.com/corporate/xbrl/IT_1037775_16407_29062018074921_WEB.xml,500520,M&M,NOTLISTED,Mahindra & Mahindra Limited,INE101A01026,7(2),Employees/Designated Employees,PIYUSH KAUSHIK,Equity Shares,3484,0.00,100,90800,Sell,3384,0.00,2018-06-28,2018-06-28,2018-06-28,Market Sale,NSE,90800
https://archives.nseindia.com/corporate/xbrl/IT_1037842_16406_29062018074450_WEB.xml,500010,HDFC,NOTLISTED,Housing Development Finance Corporation Limited,INE001A01036,7(2),Employees/Designated Employees,GUPTA PRAVIN,Equity Shares,16425,0.00,900,1721817,Sell,15525,0.00,2018-06-26,2018-06-26,2018-06-28,Market Sale,NSE,1721817
https://archives.nseindia.com/corporate/xbrl/IT_1037842_16406_29062018074450_WEB.xml,500010,HDFC,NOTLISTED,Housing Development Finance Corporation Limited,INE001A01036,7(2),Employees/Designated Employees,GUPTA PRAVIN,Equity Shares,16425,0.00,900,1721817,Sell,15525,0.00,2018-06-26,2018-06-26,2018-06-28,Market Sale,NSE,1721817
https://archives.nseindia.com/corporate/xbrl/IT_1037842_16406_29062018074450_WEB.xml,500010,HDFC,NOTLISTED,Housing Development Finance Corporation Limited,INE001A01036,7(2),Employees/Designated Employees,GUPTA PRAVIN,Equity Shares,16425,0.00,900,1721817,Sell,15525,0.00,2018-06-26,2018-06-26,2018-06-28,Market Sale,NSE,1721817
https://archives.nseindia.com/corporate/xbrl/IT_1037842_16406_29062018074450_WEB.xml,500010,HDFC,NOTLISTED,Housing Development Finance Corporation Limited,INE001A01036,7(2),Employees/Designated Employees,GUPTA PRAVIN,Equity Shares,16425,0.00,900,1721817,Sell,15525,0.00,2018-06-26,2018-06-26,2018-06-28,Market Sale,NSE,1721817
https://archives.nseindia.com/corporate/xbrl/IT_1037842_16406_29062018074450_WEB.xml,500010,HDFC,NOTLISTED,Housing Development Finance Corporation Limited,INE001A01036,7(2),Employees/Designated Employees,GUPTA PRAVIN,Equity Shares,16425,0.00,900,1721817,Sell,15525,0.00,2018-06-26,2018-06-26,2018-06-28,Market Sale,NSE,1721817
https://archives.nseindia.com/corporate/xbrl/IT_1037842_16406_29062018074450_WEB.xml,500010,HDFC,NOTLISTED,Housing Development Finance Corporation Limited,INE001A01036,7(2),Employees/Designated Employees,GUPTA PRAVIN,Equity Shares,16425,0.00,900,1721817,Sell,15525,0.00,2018-06-26,2018-06-26,2018-06-28,Market Sale,NSE,1721817
https://archives.nseindia.com/corporate/xbrl/IT_1037842_16406_29062018074450_WEB.xml,500010,HDFC,NOTLISTED,Housing Development Finance Corporation Limited,INE001A01036,7(2),Employees/Designated Employees,GUPTA PRAVIN,Equity Shares,16425,0.00,900,1721817,Sell,15525,0.00,2018-06-26,2018-06-26,2018-06-28,Market Sale,NSE,1721817
https://archives.nseindia.com/corporate/xbrl/IT_1037842_16406_29062018074450_WEB.xml,500010,HDFC,NOTLISTED,Housing Development Finance Corporation Limited,INE001A01036,7(2),Employees/Designated Employees,GUPTA PRAVIN,Equity Shares,16425,0.00,900,1721817,Sell,15525,0.00,2018-06-26,2018-06-26,2018-06-28,Market Sale,NSE,1721817
https://archives.nseindia.com/corporate/xbrl/IT_1037842_16406_29062018074450_WEB.xml,500010,HDFC,NOTLISTED,Housing Development Finance Corporation Limited,INE001A01036,7(2),Employees/Designated Employees,GUPTA PRAVIN,Equity Shares,16425,0.00,900,1721817,Sell,15525,0.00,2018-06-26,2018-06-26,2018-06-28,Market Sale,NSE,1721817
https://archives.nseindia.com/corporate/xbrl/IT_1037842_16406_29062018074450_WEB.xml,500010,HDFC,NOTLISTED,Housing Development Finance Corporation Limited,INE001A01036,7(2),Employees/Designated Employees,GUPTA PRAVIN,Equity Shares,16425,0.00,900,1721817,Sell,15525,0.00,2018-06-26,2018-06-26,2018-06-28,Market Sale,NSE,1721817
https://archives.nseindia.com/corporate/xbrl/IT_1037842_16406_29062018074450_WEB.xml,500010,HDFC,NOTLISTED,Housing Development Finance Corporation Limited,INE001A01036,7(2),Employees/Designated Employees,GUPTA PRAVIN,Equity Shares,16425,0.00,900,1721817,Sell,15525,0.00,2018-06-26,2018-06-26,2018-06-28,Market Sale,NSE,1721817
https://archives.nseindia.com/corporate/xbrl/IT_1037842_16406_29062018074450_WEB.xml,500010,HDFC,NOTLISTED,Housing Development Finance Corporation Limited,INE001A01036,7(2),Employees/Designated Employees,GUPTA PRAVIN,Equity Shares,16425,0.00,900,1721817,Sell,15525,0.00,2018-06-26,2018-06-26,2018-06-28,Market Sale,NSE,1721817
https://archives.nseindia.com/corporate/xbrl/IT_1037842_16406_29062018074450_WEB.xml,500010,HDFC,NOTLISTED,Housing Development Finance Corporation Limited,INE001A01036,7(2),Employees/Designated Employees,GUPTA PRAVIN,Equity Shares,16425,0.00,900,1721817,Sell,15525,0.00,2018-06-26,2018-06-26,2018-06-28,Market Sale,NSE,1721817
https://archives.nseindia.com/corporate/xbrl/IT_1037842_16406_29062018074450_WEB.xml,500010,HDFC,NOTLISTED,Housing Development Finance Corporation Limited,INE001A01036,7(2),Employees/Designated Employees,GUPTA PRAVIN,Equity Shares,16425,0.00,900,1721817,Sell,15525,0.00,2018-06-26,2018-06-26,2018-06-28,Market Sale,NSE,1721817
https://archives.nseindia.com/corporate/xbrl/IT_1037842_16406_29062018074450_WEB.xml,500010,HDFC,NOTLISTED,Housing Development Finance Corporation Limited,INE001A01036,7(2),Employees/Designated Employees,GUPTA PRAVIN,Equity Shares,16425,0.00,900,1721817,Sell,15525,0.00,2018-06-26,2018-06-26,2018-06-28,Market Sale,NSE,1721817
https://archives.nseindia.com/corporate/xbrl/IT_1037842_16406_29062018074450_WEB.xml,500010,HDFC,NOTLISTED,Housing Development Finance Corporation Limited,INE001A01036,7(2),Employees/Designated Employees,GUPTA PRAVIN,Equity Shares,16425,0.00,900,1721817,Sell,15525,0.00,2018-06-26,2018-06-26,2018-06-28,Market Sale,NSE,1721817
https://archives.nseindia.com/corporate/xbrl/IT_1037842_16406_29062018074450_WEB.xml,500010,HDFC,NOTLISTED,Housing Development Finance Corporation Limited,INE001A01036,7(2),Employees/Designated Employees,GUPTA PRAVIN,Equity Shares,16425,0.00,900,1721817,Sell,15525,0.00,2018-06-26,2018-06-26,2018-06-28,Market Sale,NSE,1721817
